ProductId;Brand;Conditioning;DCI;DCIId;Dosage;FormId;Imported;Laboratory;PharmacologicalClass;Ppa;ProductClass;ProductName;Psychotropic;Refundable;TherapeuticClass;Thermolabile;SHP;TVA;MaxThreshold
00000124;AMODEX;F/60ML;AMOXICILLINE;13 G 047;250MG/5ML;PDRE. SOL. BUV.;0;CONTINENTAL PHARM;PENICILLINES;190.12;1;AMODEX GE 250MG POUDRE SUSP BUV F/60ML;0;1;INFECTIOLOGIE;0;2.50;0.00;37240
00000139;AMOXYPEN;B/12;AMOXICILLINE;13 G 045;500MG;GLES.;0;GROUPE SAIDAL;PENICILLINES;151.49;1;AMOXYPEN 500MG GLES B/12;0;1;INFECTIOLOGIE;0;2.50;0.00;1336
00000140;AMOXYPEN;B/01;AMOXICILLINE;13 G 043;1G/5ML;PDRE. SOL. INJ.;0;GROUPE SAIDAL;PENICILLINES;127.50;1;AMOXYPEN 1G/5ML PDRE SOL INJ B/1;0;1;INFECTIOLOGIE;0;2.50;0.00;0
00000141;AMOXYPEN;F/60ML;AMOXICILLINE;13 G 047;250MG/5ML;PDRE. SUSP. BUV.;0;GROUPE SAIDAL;PENICILLINES;167.37;1;AMOXYPEN 250MG/5ML SUSP BUV F60ML;0;1;INFECTIOLOGIE;0;2.50;0.00;1357
00000156;ANDROCUR;B/20;CYPROTERONE;09 A 002;50MG;COMP. SEC.;0;SCHERING SAS;ANDROGENES & ANTI-ANDROGENES;1235.57;1;ANDROCUR 50MG COMP B/20;0;1;ENDOCRINOLOGIE ET HORMONES;0;2.50;0.00;1243
00000185;APROVEL;B/28;IRBESARTAN;06 E 156;150MG;COMP. PELL.;0;SANOFI-AVENTIS;ANTI-HYPERTENSEURS;1201.50;1;APROVEL 150MG COMP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;17580
00000186;APROVEL;B/28;IRBESARTAN;06 E 157;300MG;COMP. PELL.;0;SANOFI-AVENTIS;ANTI-HYPERTENSEURS;1201.50;1;APROVEL 300MG COMP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;19991
00000196;ARGINOR;B/20;ARGININE;14 H 172;1G/5ML;SOL. BUV. AMP.;0;LAD PHARMA;VITAMINES;532.95;1;ARGINOR AMP BUV B/20*5ML;0;0;METABOLISME NUTRITION DIABETE;0;0.00;0.00;0
00000197;ARGINOR + C;B/20;ARGININE/ACIDE ASCORBIQUE;14 H 207;1,5G/0,5G/5ML;AMP. BUV.;0;LAD PHARMA;VITAMINES;636.15;1;ARGINOR VIT C AMP B/20*5ML;0;0;METABOLISME NUTRITION DIABETE;0;0.00;0.00;0
00000199;ARTIZ;B/10;CETIRIZINE;01 A 003;10MG;COMP. PELL.;0;EL KENDI;ANTIHISTAMINIQUES;108.50;1;ARTIZ 10MG COMP B/10;0;1;ALLERGOLOGIE;0;1.50;0.00;16260
00000210;ASPEGIC ENFANT;B/20;ACIDE ACETYLSALICYLIQUE;03 A 024;250MG/SACH.;PDRE. SOL. BUV.;0;SANOFI-AVENTIS;SALICYLES;225.15;1;ASPEGIC 250MG SACHET B/20;0;1;ANTALGIQUES;0;0.00;0.00;1960
00000212;ASPEGIC;B/20;ACIDE ACETYLSALICYLIQUE;03 A 025;500MG/SACH.;PDRE. SOL. BUV.;0;SANOFI-AVENTIS;SALICYLES;238.29;1;ASPEGIC 500MG SACHET B/20;0;1;ANTALGIQUES;0;0.00;0.00;12927
00000213;ASPEGIC NOURRISSON;B/20;ACIDE ACETYLSALICYLIQUE;03 A 104;100MG;PDRE. SOL. BUV.;0;SANOFI-AVENTIS;SALICYLES;202.93;1;ASPEGIC 100MG SACHET B/20;0;1;ANTALGIQUES;0;0.00;0.00;1512
00000217;ASPIRINE UPSA VITAMINE C TAMPONNEE EFFERVESCENTE;B/20;ACIDE ACETYLSALICYLIQUE/ACIDE ASCORBIQUE;03 A 033;330MG/200MG;COMP. EFFER.;0;PROPHARMAL;SALICYLES;199.32;1;ASPIRINE VIT C COMP EFFER B/20;0;0;ANTALGIQUES;0;0.00;0.00;15110
00000224;ASTHALIN;F/15ML;SALBUTAMOL;20 A 018;5MG/ML;SOL. P. INHAL.;0;CIPLA;BRONCHODILATATEURS & ANTI-ASTHMATIQUES;186.20;1;ASTHALIN SOL N 5MG F 15ML;0;1;PNEUMOLOGIE;0;2.50;0.00;0
00000235;ATENOR;B/30;ATENOLOL;06 F 069;100MG;COMP. SEC.;0;PHARMALLIANCE;BETA-BLOQUANTS;314.90;1;ATENOR 100MG COMP B/30;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;13436
00000248;ATRYLINE;B/60;AMITRIPTYLINE;16 A 001;25MG;COMP. ENRO.;0;GENERICLAB;ANTIDEPRESSEURS;282.49;1;ATRYLINE 25MG COMP B/60;0;1;PSYCHIATRIE;0;2.50;0.00;0
00000252;AUGMENTIN NOURRISSON;F/30ML;AMOXICILLINE/ACIDE CLAVULANIQUE;13 G 181;100MG/12,5MG/ML;PDRE. SUSP. BUV.;0;GLAXOSMITHKLINE;PENICILLINES;294.20;1;AUGMENTIN 100MG NRS F/30ML;0;1;INFECTIOLOGIE;0;2.50;0.00;51500
00000253;AUGMENTIN ENFANT ET AUGMENTIN NOURRISSON;F/60ML;AMOXICILLINE/ACIDE CLAVULANIQUE;13 G 181;100MG/12,5MG/ML;PDRE. SUSP. BUV.;0;GLAXOSMITHKLINE;PENICILLINES;590.88;1;AUGMENTIN 100MG F/60ML ENF;0;1;INFECTIOLOGIE;0;2.50;0.00;31953
00000259;AUGMENTIN ADULTES;B/12;AMOXICILLINE/ACIDE CLAVULANIQUE;13 G 269;1G/125MG;PDRE. SOL. BUV.;0;GLAXOSMITHKLINE;PENICILLINES;785.57;1;AUGMENTIN 1G/125MG SACHET B/12;0;1;INFECTIOLOGIE;0;2.50;0.00;19979
00000324;BEDELIX;B/30;MONTMORILLONITE BEIDELLITIQUE;10 B 088;3G;PDRE. ORA. RECT.;0;BEAUFOUR IPSEN PHARMA;ANTI-ACIDES & PROTECTEURS GASTRO-INTESTINAUX;406.64;1;BEDELIX SACHET B/30;0;0;GASTRO-ENTEROLOGIE;0;0.00;0.00;36957
00000339;BETASONE;T/15G;BETAMETHASONE;07 H 165;0,10%;PDE.;0;GROUPE SAIDAL;DERMOCORTICOIDES;146.24;1;BETASONE 0.1% PDE DERM T/15G;0;1;DERMATOLOGIE;0;2.50;0.00;0
00000342;BETAPROSONE;T/15G;BETAMETHASONE;07 H 039;0,05%;PDE.;0;PHARMAGHREB;DERMOCORTICOIDES;117.50;1;BETAPROSONE 0.05 PDE DERM;0;1;DERMATOLOGIE;0;2.50;0.00;3038
00000344;BETASERC;B/60;BETAHISTINE;18 C 024;24MG;COMP.;0;ABBOT PRODUCT SAS;ANTIVERTIGINEUX;970.20;1;BETASERC 24MG COMP B/60;0;1;OTOLOGIE;0;2.50;0.00;167
00000348;BI-OROGYL;B/10;SPIRAMYCINE/METRONIDAZOLE;13 E 307;1,5MUI/250MG;COMP. PELL.;0;BIOCARE LABORATOIRES;MACROLIDES & SYNERGISTINES;388.10;1;BI-OROGYL COMP B/10;0;1;INFECTIOLOGIE;0;2.50;0.00;14754
00000352;BINOZYT;B/06;AZITHROMYCINE;13 E 176;250MG;GLES.;0;SANDOZ;MACROLIDES & SYNERGISTINES;538.88;1;BINOZYT 250MG GLES B/6;0;1;INFECTIOLOGIE;0;2.50;0.00;91
00000360;BIOCARB ADULTE;F/125ML;CARBOCYSTEINE;20 D 042;5%;SOL. BUV.;0;BIO-GALENIC;FLUIDIFIANTS BRONCHIQUES & MUCOREGULATEURS;138.96;1;BIOCARB AD SIROP F/125ML;0;0;PNEUMOLOGIE;0;0.00;0.00;1
00000361;BIOCARB  ENFANT;F/125ML;CARBOCYSTEINE;20 D 041;2%;SOL. BUV.;0;BIO-GALENIC;FLUIDIFIANTS BRONCHIQUES & MUCOREGULATEURS;170.00;1;BIOCARB ENF SIROP F/125ML;0;0;PNEUMOLOGIE;0;0.00;0.00;4
00000373;BIOFENAC;B/10;DICLOFENAC;04 B 009;100MG;SUPPO.;0;BIOPHARM PRODUCTION;ANTI-INFLAMMATOIRES NON STEROIDIENS;107.40;1;BIOFENAC 100MG SUPP B/10;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;14204
00000376;BIOFENAC;B/30;DICLOFENAC;04 B 006;50MG;COMP. ENRO. GR.;0;BIOPHARM PRODUCTION;ANTI-INFLAMMATOIRES NON STEROIDIENS;178.50;1;BIOFENAC 50MG COMP B/30;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;6561
00000377;BIOFENAC LP;B/30;DICLOFENAC;04 B 037;75MG;COMP. ENRO. LP.;0;BIOPHARM PRODUCTION;ANTI-INFLAMMATOIRES NON STEROIDIENS;365.10;1;BIOFENAC LP 75MG COMP B/30;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;5084
00000378;BIOFENAC;B/20;DICLOFENAC;04 B 007;100MG;COMP. LP.;0;BIOPHARM PRODUCTION;ANTI-INFLAMMATOIRES NON STEROIDIENS;278.49;1;BIOFENAC LP 100MG COMP B/20;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;1886
00000403;BRONCHOCALM ADULTES;F/150ML;DEXTROMETHORPHANE;20 C 206;0,20%;SIROP;0;LGPA;ANTITUSSIFS NON OPIACES;168.06;1;BRONCHOCALM AD SIROP F/150ML;0;1;PNEUMOLOGIE;0;0.00;0.00;0
00000404;BRONCHOCALM ENFANTS;F/125ML;DEXTROMETHORPHANE;20 C 207;0,10%;SIROP;0;LGPA;ANTITUSSIFS NON OPIACES;184.76;1;BRONCHOCALM ENF SIROP F/125ML;0;1;PNEUMOLOGIE;0;0.00;0.00;1954
00000406;BUDECORT;F/200DOSES;BUDESONIDE;20 A 044;200µG/BOUFFEE;AEROSOL;0;CIPLA;BRONCHODILATATEURS & ANTI-ASTHMATIQUES;967.09;1;BUDECORT AERO 200µG F/200DOSES;0;1;PNEUMOLOGIE;0;2.50;0.00;3629
00000413;CALCIBRONAT;B/20;CALCIUM BROMOGALACTOGLUCONATE;16 G 163;2G;COMP. EFFER.;0;PROPHARMAL;ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE;460.00;1;CALCIBRONAT COMP EFFER B/20;0;0;PSYCHIATRIE;0;0.00;0.00;36371
00000414;CALCIFOR;F/125ML;CALCIUM ELEMENT;14 G 135;67,5MG/5ML;SIROP;0;LAD PHARMA;ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE;320.00;1;CALCIFOR SIROP F/125ML;0;1;METABOLISME NUTRITION DIABETE;0;0.00;0.00;0
00000428;CALPEROS;B/60;CALCIUM ELEMENT;14 G 141;500MG;COMP. A SUCER SEC.;0;BOUCHARA RECORDATI;ELEMENTS MINERAUX & EQUILIBRE HYDRO-ELECTROLYTIQUE;436.71;1;CALPEROS 500MG CP A SUCER B/60;0;1;METABOLISME NUTRITION DIABETE;0;0.00;0.00;614
00000462;CARDULAR;B/20;DOXAZOSINE;25 B 042;2MG;COMP. SEC.;0;PFIZER;MEDICAMENTS DE L'ADENOME PROSTATIQUE;547.50;1;CARDULAR 2MG COMP B/20;0;1;UROLOGIE ET NEPHROLOGIE;0;2.50;0.00;1413
00000471;CASODEX;B/30;BICALUTAMIDE;09 A 137;50MG;COMP. ENRO.;0;ASTRAZENECA;ANDROGENES & ANTI-ANDROGENES;4938.83;1;CASODEX 50MG COMP B/30;0;1;ENDOCRINOLOGIE ET HORMONES;0;2.50;0.00;341
00000487;CELEBREX;B/20;CELECOXIB;04 B 035;100MG;GLES.;0;PFIZER;ANTI-INFLAMMATOIRES NON STEROIDIENS;477.50;1;CELEBREX 100MG GLES B/20;0;1;ANTI-INFLAMMATOIRES;0;2.50;0.00;5320
00000488;CELEBREX;B/10;CELECOXIB;04 B 036;200MG;GLES.;0;PFIZER;ANTI-INFLAMMATOIRES NON STEROIDIENS;453.00;1;CELEBREX 200MG GLES B/10;0;1;ANTI-INFLAMMATOIRES;0;2.50;0.00;4526
00000500;CEPHADAR FORTE;B/20;CEFALEXINE;13 B 010;500MG;GLES.;0;DAR AL DAWA;CEPHALOSPORINES;531.83;1;CEPHADAR 500MG GLES B/20;0;1;INFECTIOLOGIE;0;2.50;0.00;17
00000504;CERULYSE;F/10ML;XYLENE;18 D 016;5G/100G;SOL. AURIC.;0;CHAUVIN BAUSCH @ LOMB;PRODUITS LOCAUX;295.13;1;CERULYSE SOL.AURI.F/10ML;0;0;OTOLOGIE;0;0.00;0.00;3546
00000506;CETALGINE;B/10;PARACETAMOL;03 B 007;100MG;SUPPO.;0;SALEM LABORATOIRES;PARACETAMOL ET DERIVES;118.11;1;CETALGINE 100MG SUPP B/10;0;1;ANTALGIQUES;0;0.00;0.00;1760
00000507;CETALGINE;B/10;PARACETAMOL;03 B 042;200MG;SUPPO.;0;SALEM LABORATOIRES;PARACETAMOL ET DERIVES;124.06;1;CETALGINE 200MG SUPP B/10;0;1;ANTALGIQUES;0;0.00;0.00;623
00000508;CETALGINE;B/10;PARACETAMOL;03 B 043;300MG;SUPPO.;0;SALEM LABORATOIRES;PARACETAMOL ET DERIVES;141.16;1;CETALGINE 300MG SUPP B/10;0;1;ANTALGIQUES;0;0.00;0.00;735
00000513;CHIBROXINE;F/5ML;NORFLOXACINE;17 D 029;0,30%;COLLYRE;0;THEA;ANTI-INFECTIEUX LOCAUX;401.94;1;CHIBROXINE 0.3% COLLYRE F/5ML;0;1;OPHTALMOLOGIE;0;2.50;0.00;0
00000522;CIBETAINE;B/20;CITRATE DE BETAINE;10 R 130;2G/5ML;SOL. BUV. AMP.;0;LAD PHARMA;DIVERS;644.25;1;CIBETAINE AMP BUV B/20*5ML;0;0;GASTRO-ENTEROLOGIE;0;0.00;0.00;0
00000527;CIPRODAR;B/10;CIPROFLOXACINE;13 K 253;500MG;COMP. PELL.;0;DAR AL DAWA;QUINOLONES;792.00;1;CIPRODAR 500MG COMP B/10;0;1;INFECTIOLOGIE;0;2.50;0.00;3247
00000528;CIPROLON;B/10;CIPROFLOXACINE;13 K 252;250MG;COMP.;0;HIKMA PHARMACEUTICALS;QUINOLONES;450.90;1;CIPROLON 250MG COMP B/10;0;1;INFECTIOLOGIE;0;2.50;0.00;167
00000529;CIPROLON;B/10;CIPROFLOXACINE;13 K 253;500MG;COMP.;0;HIKMA PHARMACEUTICALS;QUINOLONES;801.50;1;CIPROLON 500MG COMP B/10;0;1;INFECTIOLOGIE;0;2.50;0.00;363
00000539;CLAMOXYL;F/60ML;AMOXICILLINE;13 G 220;500MG/5ML;PDRE. SUSP. BUV.;0;GLAXOSMITHKLINE;PENICILLINES;272.33;1;CLAMOXYL 500MG SIROP F/60ML;0;1;INFECTIOLOGIE;0;2.50;0.00;3035
00000541;CLAMOXYL;B/14;AMOXICILLINE;13 G 230;1G;COMP. DISP.;0;GLAXOSMITHKLINE;PENICILLINES;367.76;1;CLAMOXYL 1G CP DISP B/14;0;1;INFECTIOLOGIE;0;2.50;0.00;0
00000544;CLAMOXYL;F/60ML;AMOXICILLINE;13 G 047;250MG/5ML;PDRE. SUSP. BUV.;0;GLAXOSMITHKLINE;PENICILLINES;200.41;1;CLAMOXYL 250MG SIROP F/60ML;0;1;INFECTIOLOGIE;0;2.50;0.00;21408
00000556;CLIMASTON;B/28;ESTRADIOL/DYDROGESTERONE;11 D 065;1MG/10MG;COMP. PELL.;0;SOLVAY PHARMA;OESTROPROGESTATIFS;778.98;1;CLIMASTON 1MG/10 COMP B/28;0;1;GYNECOLOGIE;0;2.50;0.00;2457
00000557;CLIMASTON;B/28;ESTRADIOL/DYDROGESTERONE;11 D 066;1MG/5MG;COMP. PELL.;0;SOLVAY PHARMA;OESTROPROGESTATIFS;767.20;1;CLIMASTON 1MG/5 COMP B/28;0;1;GYNECOLOGIE;0;2.50;0.00;421
00000558;CLIMASTON;B/28;ESTRADIOL/DYDROGESTERONE;11 D 061;2MG/10MG;COMP. PELL.;0;SOLVAY PHARMA;OESTROPROGESTATIFS;806.56;1;CLIMASTON 2MG/10 COMP B/28;0;1;GYNECOLOGIE;0;2.50;0.00;2066
00000559;CLIMENE;B/21;ESTRADIOL/CYPROTERONE;11 H 063;2MG/1MG;COMP. ENRO.;0;SCHERING SAS;CONTRACEPTIFS HORMONAUX;675.90;1;CLIMENE 2MG/1MG CP ENRO B/21;0;1;GYNECOLOGIE;0;2.50;0.00;2015
00000561;CLOFENAL;B/30;DICLOFENAC;04 B 006;50MG;GLES. GR.;0;GROUPE SAIDAL;ANTI-INFLAMMATOIRES NON STEROIDIENS;178.50;1;CLOFENAL 50MG GLES B/30;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;122
00000563;CLOFENAL LP;B/20;DICLOFENAC;04 B 007;100MG;GLES. GR. LP.;0;GROUPE SAIDAL;ANTI-INFLAMMATOIRES NON STEROIDIENS;278.50;1;CLOFENAL LP 100MG GLES B/20;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;53
00000564;CLOFENAL LP;B/30;DICLOFENAC;04 B 037;75MG;GLES. GR. LP.;0;GROUPE SAIDAL;ANTI-INFLAMMATOIRES NON STEROIDIENS;365.10;1;CLOFENAL LP 75MG GLES B/30;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;179
00000565;CLOFENAL;B/10;DICLOFENAC;04 B 009;100MG;SUPPO.;0;GROUPE SAIDAL;ANTI-INFLAMMATOIRES NON STEROIDIENS;148.04;1;CLOFENAL 100MG SUPPO B/10;0;1;ANTI-INFLAMMATOIRES;0;1.50;0.00;1
00000575;CLOMYCINE;T/5G;CHLORTETRACYCLINE;17 D 017;1%;PDE. OPHT.;0;GROUPE SAIDAL;ANTI-INFECTIEUX LOCAUX;154.04;1;CLOMYCINE 1% PDE OPHT T/5G;0;1;OPHTALMOLOGIE;0;2.50;0.00;0
00000582;CLOVIRAX;T/10G;ACICLOVIR;07 E 033;5%;CREME;0;PHARMALLIANCE;ANTIHERPETIQUES & ANTIVIRAUX LOCAUX;279.28;1;CLOVIRAX 5% CREME 10G;0;1;DERMATOLOGIE;0;2.50;0.00;17901
00000584;COAPROVEL;B/28;IRBESARTAN/HYDROCHLOROTHIAZIDE;06 E 219;150MG/12,5MG;COMP. PELL.;0;SANOFI-AVENTIS;ANTI-HYPERTENSEURS;1229.50;1;COAPROVEL 150/12.5MG COMP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;24640
00000585;COAPROVEL;B/28;IRBESARTAN/HYDROCHLOROTHIAZIDE;06 E 220;300MG/12,5MG;COMP. PELL.;0;SANOFI-AVENTIS;ANTI-HYPERTENSEURS;1602.46;1;COAPROVEL 300/12.5MG COMP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;34012
00000586;COBAMINE;B/05;CYANOCOBALAMINE;12 E 021;1000µG/ML;SOL. INJ.;0;GROUPE SAIDAL;ANTI-ANEMIQUES;220.00;1;COBAMINE VIT B12 INJ B/5;0;1;HEMATOLOGIE ET HEMOSTASE;0;0.00;0.00;0
00000628;COTAREG;B/28;VALSARTAN/HYDROCHLOROTHIAZIDE;06 E 158;80MG/12,5MG;COMP. PELL.;0;NOVARTIS PHARMA ALGERIE;ANTI-HYPERTENSEURS;1839.87;1;COTAREG 80/12.5MG COMP B/28;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;2.50;0.00;10374
00000630;COTRIMOXAZOLE;F/100ML;SULFAMETHOXAZOLE/TRIMETHOPRIME;13 M 090;200MG/40MG/5ML;SUSP. BUV.;0;PHARMAGHREB;SULFAMIDES;205.99;1;COTRIMAZOLE 200MG SIROP F/100ML;0;1;INFECTIOLOGIE;0;2.50;0.00;519
00000654;CUTACNYL;T/40G;PEROXYDE DE BENZOYLE;07 B 014;10%;GEL;0;GALDERMA INTERNATIONAL;ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES;244.74;1;CUTACNYL 10% GEL T/40G;0;1;DERMATOLOGIE;0;1.50;0.00;0
00000656;CUTACNYL;T/40G;PEROXYDE DE BENZOYLE;07 B 013;5%;GEL;0;GALDERMA INTERNATIONAL;ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES;241.63;1;CUTACNYL 5% GEL T/40G;0;1;DERMATOLOGIE;0;1.50;0.00;0
00000689;DECAPEPTYL;B/07;TRIPTORELINE;09 J 052;0,1MG/ML;PDRE. SOL. INJ.;0;BEAUFOUR IPSEN PHARMA;HORMONES HYPOTHALAMIQUES & HYPOPHYSAIRES;5388.24;1;DECAPEPTYL 0.1MG SOL INJ B/7;0;1;ENDOCRINOLOGIE ET HORMONES;1;2.50;0.00;31
00000690;DECAPEPTYL;B/01;TRIPTORELINE;09 J 053;3,75MG;PDRE. SUSP. INJ.;0;BEAUFOUR IPSEN PHARMA;HORMONES HYPOTHALAMIQUES & HYPOPHYSAIRES;13147.20;1;DECAPEPTYL 3.75MG SOL INJ B/1+1;0;1;ENDOCRINOLOGIE ET HORMONES;1;2.50;0.00;382
00000691;DECAPEPTYL  L.P.;B/01;TRIPTORELINE;05 E 140;11,25MG/FL.;PDRE. SUSP. INJ.;0;BEAUFOUR IPSEN PHARMA;HORMONOTHERAPIE;40846.62;1;DECAPEPTYL LP 11.25MG INJ B/1+1;0;1;CANCEROLOGIE;1;2.50;0.00;780
00000699;DEPAKINE CHRONO;B/30;ACIDE VALPROIQUE;15 A 043;500MG;COMP. PELL. SEC. LP.;0;SANOFI-AVENTIS;ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS;1089.16;1;DEPAKINE CHRONO 500MG COMP B/30;0;1;NEUROLOGIE;0;1.50;0.00;15664
00000702;DEPAKINE;F/40ML;ACIDE VALPROIQUE;15 A 003;200MG/ML;SOL. BUV.;0;SANOFI-AVENTIS;ANTI-EPILEPTIQUES & ANTI-CONVULSIVANTS;308.54;1;DEPAKINE 200MG SOL BUV F/40ML;0;1;NEUROLOGIE;0;1.50;0.00;12847
00000708;DERMA-T;F/30ML;CLINDAMYCINE;07 B 147;1%;SOL. DERM.;0;TABUK ALGERIE;ANTI-ACNEIQUES, ANTI-ALOPECIQUES ET ANTI-SEBORRHEIQUES;581.08;1;DERMA-T SOLUTION F/30ML;0;1;DERMATOLOGIE;0;2.50;0.00;16840
00000728;DIABENIL;B/60;GLIBENCLAMIDE;14 A 003;5MG;COMP. SEC.;0;GROUPE SAIDAL;ANTIDIABETIQUES ORAUX;107.50;1;DIABENIL 5MG COMP B/60;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;1266
00000735;DIAGUANID;B/30;METFORMINE;14 A 007;850MG;COMP. PELL.;0;GROUPE SAIDAL;ANTIDIABETIQUES ORAUX;144.99;1;DIAGUANID 850MG COMP B/30;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;913
00000739;DIANE 35;B/21;CYPROTERONE/ETHINYLESTRADIOL;09 P 069;2MG/35µG;COMP. ENRO.;0;SCHERING SAS;DIVERS;690.79;1;DIANE 35MG COMP B/1*21;0;1;ENDOCRINOLOGIE ET HORMONES;0;2.50;0.00;2862
00000741;DIAPHAG;B/60;GLICLAZIDE;14 A 004;80MG;COMP.;0;GROUPE SAIDAL;ANTIDIABETIQUES ORAUX;323.80;1;DIAPHAG 80MG COMP B/60;0;1;METABOLISME NUTRITION DIABETE;0;2.50;0.00;0
00000751;DICEF;B/15;CEFACLOR;13 B 262;500MG;GLES.;0;HIKMA PHARMACEUTICALS;CEPHALOSPORINES;946.27;1;DICEF 500MG GLES B/15;0;1;INFECTIOLOGIE;0;2.50;0.00;1511
00000752;DICETEL;B/20;PINAVERIUM;10 E 104;100MG;COMP. PELL.;0;ABBOT PRODUCT SAS;ANTISPASMODIQUES MUSCULOTROPES;266.96;1;DICETEL 100MG COMP B/20;0;1;GASTRO-ENTEROLOGIE;0;1.50;0.00;2066
00000773;DICYNONE;B/20;ETAMSYLATE;12 H 040;250MG;COMP.;0;ABDI IBRAHIM;HEMOSTATIQUES GENERAUX;300.96;1;DICYNONE 250MG COMP B/20;0;1;HEMATOLOGIE ET HEMOSTASE;0;0.00;0.00;4134
00000818;FUROZAL;B/20;FUROSEMIDE;06 H 090;40MG;COMP. SEC.;0;GROUPE SAIDAL;DIURETIQUES;148.50;1;FUROZAL 40MG CP SEC B/20;0;1;CARDIOLOGIE ET ANGEIOLOGIE;0;1.50;0.00;4187
